product_id,product_family,product_series,example_pids,category,use_case,os_type,latest_version,gold_version,eol_status,source_ids,notes,last_updated
SPX-001,ASR 920,920-4SZ-A / 920-12SZ-IM / 920-24SZ-IM / 920U,"ASR-920-4SZ-A, ASR-920-12SZ-IM, ASR-920U-12SZ-IM",SP Routing,SP Metro CE / Mobile Backhaul / Aggregation,IOS-XE,26.1.x,17.15.x,Active,"SRC-051,SRC-023","Compact metro/aggregation router. Used for SP cell site backhaul, business services, and metro CE. Carrier Ethernet features built-in.",2026-05-28
SPX-002,ASR 901 / 901S,901 / 901S,"ASR901-6CZ-FT-D, ASR901S-4SG-F-D",SP Routing,SP Metro CE / Cell Site Backhaul (small / ruggedized),IOS-XE,17.15.x,17.15.x,EOL-Pending,SRC-052,Compact SP CE router. 901S is the small/ruggedized variant for outdoor enclosures. Being superseded by ASR 920 and NCS 540. Limited new development.,2026-05-28
SPX-003,ASR 9900,9902 / 9903,"ASR-9902, ASR-9903",SP Routing,SP Ultra High-density Core (fixed chassis),IOS-XR,26.1.1,26.1.1,Active,"SRC-025,SRC-027",Fixed-chassis ultra-high-density variant of ASR 9000 family. Uses Lightspeed/Lightspeed-Plus silicon. High port-density peering/core router.,2026-05-28
SPX-004,NCS 2000 Series,NCS 2006 / 2015,"NCS2006, NCS2015, NCS2K-MF10x (shelf/module)",Optical Networking,SP ROADM / Optical Line System (OLS) / DWDM,IOS-XR (DWDM controller),26.x (IOS-XR 26.x),26.x (IOS-XR 26.x),Active,SRC-053,Multi-degree ROADM platform. Core optical transport for SP long-haul and metro DWDM networks. Works with NCS 1000 transponders.,2026-05-28
SPX-005,NCS 4000 Series,NCS 4001 / 4016,"NCS4001, NCS4016",SP Routing / Optical,Converged Packet-Optical Transport (SP Metro),IOS-XR,6.5.35,6.5.35,EOL-Pending,SRC-054,Converged packet-optical platform combining IP/MPLS and OTN. Limited updates; NCS 5500 and NCS 2000 are successor platforms for routing and optical respectively.,2026-05-28
SPX-006,XRv 9000 (virtual IOS-XR),XRv 9000,XRv9K (VM/QCOW2/OVA),SP Routing,Virtual SP Router (lab / simulation / cloud PE),IOS-XR,26.1.1,26.1.1,Active,SRC-027,"Software-only virtual IOS-XR platform. Used for network emulation, testing, and as a cloud PE in NFV/cloud deployments.",2026-05-28
SPX-007,Cisco 8800 Series (SP Core),8808 / 8812 / 8818,"8808, 8812, 8818",SP Routing,Hyperscale / SP Core (large modular chassis),IOS-XR,26.1.1,26.1.1,Active,"SRC-024,SRC-027",Large modular variants of the Cisco 8000 family. Based on Silicon One ASIC. Designed for hyperscale peering and SP transit/core.,2026-05-28
SPX-008,NCS 55A2-MOD / 55A1,NCS 55A1 / 55A2-MOD,"NCS-55A1-36H-SE, NCS-55A2-MOD-SE-S",SP Routing,SP Metro / Aggregation / DC Peering (fixed),IOS-XR,26.1.1,26.1.1,Active,"SRC-026,SRC-027",Fixed-chassis NCS 5500 variants with modular uplink slots. Cost-effective metro aggregation and peering.,2026-05-28
SPX-009,Cisco Network Convergence System 6000,NCS 6008,NCS6008,SP Routing,SP Core (large chassis — legacy),IOS-XR,6.6.x,6.6.x,EOL,SRC-027,Large SP core router. Succeeded by Cisco 8000 and ASR 9000 next-gen. Limited updates; plan migration.,2026-05-28
SPX-010,vBNG / BNG (Broadband Network Gateway),BNG on ASR 9000 / vBNG (virtual),ASR-9000 with BNG license; vBNG VM,SP Routing,SP Broadband Subscriber Management (BNG),IOS-XR,26.1.1 (on ASR 9000),26.1.1 (on ASR 9000),Active,"SRC-025,SRC-027","Broadband Network Gateway function for SP subscriber management (PPPoE, IPoE, RADIUS). Runs on ASR 9000 hardware or as a virtual network function (vBNG).",2026-05-28
SPX-011,Cisco CRS (Carrier Routing System),CRS-1 / CRS-3,"CRS-1-8S/S, CRS-3-8S/S, CRS-MSC",SP Routing,SP Core / Backbone Router (legacy large chassis),IOS-XR,5.3.4,5.3.4,EOL,SRC-108,Cisco's flagship carrier-grade backbone router from 2004-2015 era. Multi-chassis capable (CRS-3 up to 322 Tbps). EoS CRS-1: 2018; CRS-3 limited. Succeeded by ASR 9000 and Cisco 8000. IOS-XR 5.3.4 is final maintenance release.,2026-05-28
SPX-012,ME 3600X / ME 3800X,ME-3600X-24FS-M / ME-3800X-24FS-M,"ME-3600X-24FS-M, ME-3600X-24CX-M, ME-3800X-24FS-M",SP Routing,Metro Ethernet / Provider Edge Access Switch (legacy),IOS-XE,3.8.0E (15.2(4)E),3.8.0E (15.2(4)E),EOL,SRC-109,Metro Ethernet switch from the 2010-era SP edge portfolio. Supported Carrier Ethernet (MEF) features for business services. EoS 2020-2022; EoSWM reached. Migrate to ASR 920 or Catalyst IE3400.,2026-05-28
CLB-001,Cisco Unified Communications Manager (CUCM),CUCM 14 / 15 (VM only),UCSS-UCM-STD-1 (license); VM only — runs on Cisco UCS or HyperFlex,Collaboration,Enterprise IP Telephony / Call Control / PBX,Cisco UC OS (Linux-based),15.SU4a,14.SU6,Active,SRC-055,Core call control platform for enterprise voice. CUCM 15 is latest major release. Must run as VM (no physical appliance). Integrates with Webex for hybrid calling.,2026-05-28
CLB-002,Cisco Unity Connection (CUC),CUC 14 / 15 (VM only),UCSS-UNITYCONN-xxx (license); VM only,Collaboration,Enterprise Voicemail / Unified Messaging,Cisco UC OS (Linux-based),15.SU4a,14.SU6,Active,SRC-056,"Voicemail and unified messaging platform. Runs alongside CUCM. VM only. Speech-to-text transcription, email notification, IMAP access.",2026-05-28
CLB-003,Cisco Expressway Series,Expressway-C / Expressway-E,"EXP-BASE-K9 (appliance/VM), BE7H-K9 (Business Edition)",Collaboration,Video / Voice Collaboration Edge (Firewall Traversal / B2B / MRA),Cisco Expressway OS,X15.5.x,X15.5.x,Active,SRC-057,Mobile and Remote Access (MRA) for CUCM endpoints. B2B video federation. Replaces VCS product line. Available as physical appliance or VM.,2026-05-28
CLB-004,Cisco Meeting Server (CMS),CMS 3.x,"CMS-1000 (appliance), CMS-500 (appliance), CMS-VM (virtual)",Collaboration,On-premises Video Conferencing Infrastructure / Bridges,Cisco Meeting Server OS,3.9.x,3.9.x,Active,SRC-058,On-prem video bridging and conference hosting. Runs WebRTC-compatible Spaces. Used alongside Webex for hybrid meetings. Physical and virtual options.,2026-05-28
CLB-005,Cisco IP Phone 6800 Series,6821 / 6841 / 6851 / 6861,"CP-6821-K9, CP-6841-K9, CP-6851-K9",Collaboration,Desktop IP Phone (Mid-range),SIP firmware,12.0(4)SR1,12.0(4)SR1,Active,SRC-059,Mid-range desktop SIP phone for enterprise. Supports both CUCM firmware and MPP (Multiplatform) SIP firmware for third-party call control.,2026-05-28
CLB-006,Cisco IP Phone 7800 Series,7811 / 7821 / 7832 / 7841 / 7861,"CP-7811-K9, CP-7821-K9, CP-7841-K9, CP-7861-K9",Collaboration,Desktop IP Phone (Business),SIP firmware,14.2(1)SR1,14.2(1)SR1,Active,SRC-059,Popular business-grade SIP desktop phone. Available in CUCM firmware or Multiplatform (MPP) SIP variants. Conference phone variant: 7832.,2026-05-28
CLB-007,Cisco IP Phone 8800 Series,8811 / 8841 / 8845 / 8851 / 8865 / 8832,"CP-8811-K9, CP-8845-K9, CP-8865-K9, CP-8832-K9",Collaboration,Desktop IP Phone (Premium / Video),SIP firmware (+ video on 8845/8865),12.0(2),14.2(1)SR1,Active,SRC-060,Premium desktop phones; 8845/8865 include built-in video camera. 8832 is large conference phone. Available in CUCM and MPP variants.,2026-05-28
CLB-008,Cisco Webex Desk / Desk Pro / Desk Mini,Webex Desk Series,"CS-DESK-K9, CS-DESKPRO-K9, CS-DESKMINI-K9",Collaboration,Personal Video Collaboration Device (Desk),RoomOS,RoomOS 26.2,RoomOS 26.2,Active,SRC-062,All-in-one personal video collaboration devices. Webex Desk is base model; Desk Pro has larger screen + dual-screen support; Desk Mini is compact.,2026-05-28
CLB-009,Cisco Webex Board / Board Pro,Webex Board Series,"CS-BOARD55-K9, CS-BOARD70-K9, CS-BOARD55P-K9, CS-BOARD75P-K9",Collaboration,Interactive Whiteboard / Room Video Collaboration,RoomOS,RoomOS 26.2,RoomOS 26.2,Active,SRC-062,"All-in-one interactive whiteboard with video conferencing. Board Pro adds higher resolution and additional ports. Available in 55\ and 75\"" variants.""",2026-05-28
CLB-010,Cisco Room Kit / Room Bar / Room Bar Pro,Webex Room Kit Series,"CS-ROOMKIT-K9, CS-BAR-K9, CS-BARPRO-K9",Collaboration,Video Conferencing Endpoint (Small / Medium Rooms),RoomOS,RoomOS 26.2,RoomOS 26.2,Active,SRC-062,All-in-one video bars for huddle rooms to medium meeting rooms. Room Bar is single-unit bar; Room Bar Pro adds dual screen support.,2026-05-28
CLB-011,Cisco Room Kit EQ / Codec Pro / Codec EQ,Webex Room Kit Pro / EQ,"CS-ROOMKIT-CODEC-PRO, CS-CODEC-EQ",Collaboration,Video Conferencing Endpoint (Large Rooms / Boardrooms),RoomOS,RoomOS 26.2,RoomOS 26.2,Active,SRC-062,Codec-based systems for larger meeting rooms and boardrooms. Paired with external cameras (PTZ/Quad) and touch controllers.,2026-05-28
MRK-001,Meraki MX (Small Branch),MX64 / MX67 / MX68,"MX64-HW, MX67-HW, MX67C-HW (LTE), MX67W-HW (Wi-Fi), MX68-HW, MX68CW-HW",Meraki,Small Branch Security / SD-WAN / Unified Threat Management,Meraki MX firmware,26.1.4,MX 19.2.8,Active,"SRC-064,SRC-065","Cloud-managed security appliance. Includes firewall, IDS/IPS, content filtering, AMP, SD-WAN, AutoVPN. MX67C/MX68C add built-in LTE.",2026-05-28
MRK-002,Meraki MX (Mid-size Branch),MX75 / MX85 / MX95 / MX105,"MX75-HW, MX85-HW, MX95-HW, MX105-HW",Meraki,Mid-size Branch / Campus Security / SD-WAN,Meraki MX firmware,26.1.4,MX 19.2.8,Active,"SRC-064,SRC-065",Higher-throughput branch/campus security appliances. MX105 designed for large branches and medium-sized businesses.,2026-05-28
MRK-003,Meraki MX (Enterprise / DC),MX250 / MX450,"MX250-HW, MX450-HW",Meraki,Enterprise / DC Edge Security / SD-WAN Concentrator,Meraki MX firmware,26.1.4,MX 19.2.8,Active,"SRC-064,SRC-065","High-throughput MX appliances for enterprise campuses, data centers, and SD-WAN hub/concentrator roles.",2026-05-28
MRK-004,Meraki Z (Teleworker Gateway),Z3 / Z3C / Z4 / Z4C,"Z3-HW, Z3C-HW (LTE), Z4-HW, Z4C-HW (LTE)",Meraki,Teleworker / Work-from-Home Secure Gateway,Meraki MX firmware,26.1.4,MX 19.2.8,Active,"SRC-064,SRC-065",Desktop form-factor secure gateway for remote/home workers. Runs MX firmware; managed via Meraki Dashboard. AutoVPN to corporate. Z3C/Z4C include LTE.,2026-05-28
MRK-005,Meraki MS (Access Switches — Small),MS120 / MS130,"MS120-8-HW, MS120-24-HW, MS120-48-HW, MS130-8-HW, MS130-24-HW",Meraki,SMB / Branch Access Layer Switching,Meraki MS firmware,MS 18.1.7,MS 18.1.7,Active,"SRC-064,SRC-066",Cloud-managed access switches for small/branch deployments. PoE variants available across most models. MS130 is latest gen.,2026-05-28
MRK-006,Meraki MS (Access Switches — Mid),MS210 / MS225 / MS250,"MS210-24-HW, MS210-48FP-HW, MS225-24-HW, MS250-48-HW",Meraki,Enterprise Access Layer Switching,Meraki MS firmware,MS 18.1.7,MS 18.1.7,Active,"SRC-064,SRC-066",Mid-range cloud-managed access switches. Includes enhanced PoE options and multi-gig support on select models.,2026-05-28
MRK-007,Meraki MS (Distribution / Aggregation),MS350 / MS355 / MS390,"MS350-24-HW, MS350-48FP-HW, MS355-24X-HW, MS390-24-HW",Meraki,Enterprise Distribution / Aggregation Switching,Meraki MS firmware,MS 18.1.7,MS 18.1.7,Active,"SRC-064,SRC-066",Distribution-layer cloud-managed switches. MS355 adds multi-gig access ports. MS390 is high-performance with ASIC-based forwarding.,2026-05-28
MRK-008,Meraki MS (Core / Data Center),MS410 / MS425 / MS450,"MS410-16-HW, MS425-16-HW, MS425-32-HW, MS450-12-HW",Meraki,Campus Core / DC Access Switching,Meraki MS firmware,MS 18.1.7,MS 18.1.7,Active,"SRC-064,SRC-066",Core/DC-tier cloud-managed switches. MS450 provides 100G uplinks for small DC or campus core.,2026-05-28
MRK-009,Meraki MR (Wi-Fi 5 APs — legacy),MR33 / MR42 / MR52 / MR53,"MR33-HW, MR42-HW, MR52-HW, MR53-HW",Meraki,Wi-Fi 5 (802.11ac Wave 2) Access Points,Meraki MR firmware,MR 32.2.3,MR 32.2.3,EOL-Pending,"SRC-064,SRC-067",Cloud-managed Wi-Fi 5 APs. Most models EOL or nearing end of support. Migrate to MR46/56/57 or newer. Still receive firmware updates.,2026-05-28
MRK-010,Meraki MR (Wi-Fi 6 APs),MR36 / MR44 / MR45 / MR46 / MR55 / MR56,"MR36-HW, MR44-HW, MR46-HW, MR46E-HW (outdoor), MR55-HW, MR56-HW",Meraki,Wi-Fi 6 (802.11ax) Access Points,Meraki MR firmware,MR 32.2.3,MR 32.2.3,Active,"SRC-064,SRC-067",Cloud-managed Wi-Fi 6 APs for indoor and outdoor. MR55/56 are high-density models. MR46E and MR86 are outdoor-rated.,2026-05-28
MRK-011,Meraki MR (Wi-Fi 6E / Wi-Fi 7 APs),MR57 / MR76 / MR86,"MR57-HW, MR76-HW (outdoor Wi-Fi 6E), MR86-HW (outdoor Wi-Fi 6E)",Meraki,Wi-Fi 6E / Wi-Fi 7 (802.11be) Access Points,Meraki MR firmware,MR 32.2.3,MR 32.2.3,Active,"SRC-064,SRC-067",Cloud-managed Wi-Fi 6E tri-band APs. MR57 is indoor flagship; MR76/MR86 are outdoor-rated for harsh environments.,2026-05-28
MRK-012,Meraki MV (Smart Cameras — Indoor),MV2 / MV12 / MV22 / MV32,"MV2-HW, MV12W-HW, MV22-HW, MV32-HW (fisheye)",Meraki,Cloud-managed IP Surveillance / Video Analytics,Meraki MV firmware,MV 7.2.1,MV 7.2.1,Active,"SRC-064,SRC-068","Cloud-managed smart cameras with onboard storage and video analytics (motion, person detection). Dashboard-based review. MV32 is 360-degree fisheye.",2026-05-28
MRK-013,Meraki MV (Smart Cameras — Outdoor),MV52 / MV72 / MV93,"MV52-HW, MV72-HW, MV93-HW",Meraki,Cloud-managed Outdoor IP Surveillance,Meraki MV firmware,MV 7.2.1,MV 7.2.1,Active,"SRC-064,SRC-068",Outdoor-rated Meraki cameras. MV72 is varifocal outdoor; MV93 is next-gen outdoor with improved AI analytics and field of view.,2026-05-28
MRK-014,Meraki MT (IoT Sensors),MT10 / MT11 / MT12 / MT14 / MT15 / MT20 / MT30,"MT10-HW (temp/humidity), MT11-HW (temp/humidity/door), MT14-HW (air quality), MT20-HW (open/close sensor), MT30-HW (button)",Meraki,IoT Environmental and Asset Monitoring,Meraki MT firmware,Latest GA,Latest GA,Active,"SRC-064,SRC-069","Cloud-managed IoT sensors for environmental monitoring (temperature, humidity, air quality, door, water leak). Managed via Meraki Dashboard. BLE/Wi-Fi connected.",2026-05-28
MRK-015,Meraki MG (Cellular Gateways),MG21 / MG21E / MG41 / MG51,"MG21-HW, MG21E-HW (enterprise), MG41-HW (Wi-Fi), MG51-HW (5G)",Meraki,Cloud-managed Cellular WAN / 4G LTE / 5G Gateway,Meraki MG firmware,MG 26.1.3,MG 26.1.3,Active,"SRC-064,SRC-070",Cloud-managed cellular gateways for WAN redundancy or primary connectivity. MG51 supports 5G. Managed alongside MX via Meraki Dashboard.,2026-05-28
DCC-001,Cisco APIC (Application Policy Infrastructure Controller),APIC Cluster (3-node minimum),"APIC-SERVER-L3, APIC-SERVER-M3, APIC-SERVER-SMALL",ACI / DC Automation,DC Network Policy Controller for ACI (Application Centric Infrastructure),APIC OS,6.2(2),6.2(2),Active,"SRC-071,SRC-072",Centralized SDN controller for ACI fabric. Deployed as 3-node cluster. Controls Nexus 9000 switches in ACI mode. Policy-driven DC automation. ACI-mode NX-OS is a separate version track (16.x) from standalone NX-OS (10.x).,2026-05-28
DCC-002,Nexus 9000 in ACI Mode,Nexus 9300 / 9500 (ACI-mode),"N9K-C9336C-FX2, N9K-C93180YC-EX, N9K-C9504 (same hardware as standalone)",ACI / DC Automation,ACI Leaf / Spine (DC Fabric),NX-OS (ACI mode),16.2(2),16.2(2),Active,"SRC-071,SRC-072",Same Nexus 9000 hardware as standalone NX-OS but running ACI-mode firmware. Managed exclusively by APIC. ACI-mode and standalone NX-OS are mutually exclusive — cannot mix on same node.,2026-05-28
DCC-003,Cisco MDS 9100 Series,MDS 9132T / 9148T / 9148V,"DS-C9132T-MEK9, DS-C9148T-24IK9, DS-C9148V-24IVK9",SAN Switching,Small / Mid-size SAN (FC / FCoE),NX-OS (MDS),9.4(5),9.4(5),Active,"SRC-073,SRC-074",Fixed-config SAN switches. 9132T: 32-port 32G FC; 9148T: 48-port 32G FC; 9148V: 48-port FC + NVMe-oF. Common in small-medium DC SAN deployments.,2026-05-28
DCC-004,Cisco MDS 9200 Series,MDS 9220i,DS-C9220I-K9,SAN Switching,Integrated SAN / IP Storage Access,NX-OS (MDS),9.4(5),9.4(5),Active,"SRC-073,SRC-074",Modular 1-slot SAN switch with integrated FC and FCIP. Designed for IP-connected storage. Fixed 2U form factor.,2026-05-28
DCC-005,Cisco MDS 9396 Series,MDS 9396T / 9396V,"DS-C9396T-48EK9, DS-C9396V-48EK9",SAN Switching,High-density SAN (FC / NVMe-oF),NX-OS (MDS),9.4(5),9.4(5),Active,"SRC-073,SRC-074",96-port 32G FC fixed-config SAN switches. 9396V adds NVMe-oF support. High-density 2U platform for mid-to-large SAN fabrics.,2026-05-28
DCC-006,Cisco MDS 9700 Series,MDS 9706 / 9710 / 9718,"DS-C9706, DS-C9710, DS-C9718",SAN Switching,Large Enterprise / SP SAN Core,NX-OS (MDS),9.4(5),9.4(5),Active,"SRC-073,SRC-074","Modular director-class SAN switches. 6-, 10-, and 18-slot chassis. Supports 32G FC and NVMe-oF line cards. FICON qualified. High availability dual supervisor.",2026-05-28
DCC-007,Cisco UCS B-Series Blade Servers,B200 M6 / B200 M7 / B480 M5,"UCSB-B200-M6, UCSB-B200-M7, UCSB-B480-M5",DC Compute,Enterprise / HPC Blade Server (2/4-socket),UCSM / Intersight,UCSM 4.3.x (B-Series),Managed via Intersight,Active,"SRC-075,SRC-076",Half-width / full-width blade servers housed in UCS 5108 chassis. Managed by UCS Manager or Intersight. B200 M7 uses 4th Gen Intel Xeon. Requires UCS Fabric Interconnect.,2026-05-28
DCC-008,Cisco UCS C-Series Rack Servers,C220 M6 / C220 M7 / C240 M6 / C240 M7 / C480 M5,"UCSC-C220-M6N, UCSC-C220-M7L, UCSC-C240-M6N",DC Compute,Enterprise Rack Server (1U/2U),CIMC (standalone) / UCSM / Intersight,4.3.x,6.0 (CIMC/UCSM),Active,"SRC-075,SRC-076","Industry-standard rack servers. C220: 1U 2-socket; C240: 2U storage-optimised. Can be managed standalone via CIMC, in UCS domain via UCSM, or via Intersight. M7 = 4th Gen Intel Xeon Scalable.",2026-05-28
DCC-009,Cisco UCS X-Series Modular System,X9508 Chassis / X210c M7 / X410c M7,"UCSX-9508-D, UCSX-210C-M7, UCSX-410C-M7",DC Compute,Next-gen Modular Compute (Blade replacement),UCSM 6.0 / Intersight,UCSM 6.0,Intersight (SaaS),Active,"SRC-075,SRC-076",Next-generation modular system replacing UCS B-Series. X9508 is 7U chassis. Compute nodes are X210c (2-socket) or X410c (4-socket). Designed for Intersight-managed hybrid cloud. Requires UCS 6536 FI.,2026-05-28
DCC-010,Cisco UCS Fabric Interconnect 6400 Series,6454 / 6464,"UCS-FI-6454-U, UCS-FI-6464-U",DC Compute,UCS Domain Fabric Interconnect (Network Foundation),UCSM,4.3.x,4.3.x,Active,SRC-075,Top-of-rack FI for UCS B/C-Series domains. 6454: 54-port (40x 25G + 14x 40/100G); 6464: 64-port. Runs UCS Manager. Required for UCS blade and rack server domains.,2026-05-28
DCC-011,Cisco UCS Fabric Interconnect 6500 Series,6536,UCS-FI-6536-U,DC Compute,UCS X-Series Domain Fabric Interconnect,UCSM 6.0 / Intersight,6.0,6.0,Active,"SRC-075,SRC-076",Next-gen FI designed for UCS X-Series. 36-port 400G. Runs UCSM 6.0. Required for UCS X-Series compute nodes. Can also manage legacy C/B-Series.,2026-05-28
DCC-012,Cisco HyperFlex HX220c,HX220c M5 / M6,"HX-220C-M5SX, HX-220C-M6",DC Compute,2-Node Hyper-Converged Infrastructure (HCI),HyperFlex Data Platform (HXDP),5.0(2b),6.0(1x),Active,SRC-077,2-socket all-flash / hybrid HCI node. Runs VMware vSphere or Cisco HyperFlex Application Platform (HXAP). Minimum 3-node cluster. Managed via Intersight or HX Connect.,2026-05-28
DCC-013,Cisco HyperFlex HX240c,HX240c M5 / M6,"HX-240C-M5SX, HX-240C-M6",DC Compute,High-density Hyper-Converged Infrastructure (HCI),HyperFlex Data Platform (HXDP),5.0(2b),6.0(1x),Active,SRC-077,2U 2-socket high-storage-density HCI node. Greater disk bay count than HX220c. Used for data-intensive workloads. Managed via Intersight.,2026-05-28
DCC-014,Cisco HyperFlex Edge,HX220c Edge / HX Edge (2-node),"HX-220C-M5SX (Edge config), HX-FI-E-K9 (edge FI)",DC Compute,HCI for Remote / Branch Sites (ROBO),HyperFlex Data Platform (HXDP),5.0(2b),6.0(1x),Active,SRC-077,HyperFlex Edge is a 2-node HCI configuration for remote/branch deployments without a Fabric Interconnect. Managed by Intersight from HQ.,2026-05-28
DCC-015,Cisco ACI Multi-Site / Multi-Pod,ACI Multi-Site Orchestrator (MSO / NDO),MSO-SE-K9 (appliance/VM),ACI / DC Automation,Multi-DC / Multi-Cloud ACI Policy Management,Nexus Dashboard Orchestrator (NDO),4.2.x,4.2.x,Active,SRC-071,"Nexus Dashboard Orchestrator (formerly Multi-Site Orchestrator / MSO). Manages ACI policy across multiple APIC sites, on-prem and cloud. Runs on Cisco Nexus Dashboard platform.",2026-05-28
SES-001,Cisco Secure Email Gateway,C190 / C380 / C680 / C695 / Virtual (SEGv),"C380-K9, C680-K9, C695-K9, SEG-VIRT-K9",Security,Email Security / Anti-Spam / Anti-Malware / DLP (on-prem),AsyncOS (Email),16.0.4 HP2,16.0.4 HP2,Active,"SRC-078,SRC-079","Formerly Cisco Email Security Appliance (ESA). Inbound/outbound email filtering, AMP, URL filtering, DLP. Physical appliances or virtual. Managed standalone or via Secure Email and Web Manager.",2026-05-28
SES-002,Cisco Secure Email Cloud Gateway,Cloud-delivered SaaS,No hardware PID — cloud subscription,Security,Cloud Email Security / Anti-Spam / Anti-Malware / DLP (SaaS),AsyncOS (Email) / SaaS,16.0.4 (underlying platform),16.0.4 (underlying platform),Active,SRC-078,"Cloud-delivered version of Secure Email Gateway. Same AsyncOS platform, Cisco-hosted. Replaces Cisco Cloud Email Security (CES).",2026-05-28
SES-003,Cisco Secure Web Appliance,S190 / S380 / S680 / S695 / Virtual (SWAv),"S380-K9, S680-K9, S695-K9, SWA-VIRT-K9",Security,Web Proxy / URL Filtering / Malware Protection / CASB (on-prem),AsyncOS (Web),15.2.3 HP1,15.2.3 HP1,Active,SRC-080,"Formerly Cisco Web Security Appliance (WSA). On-premise explicit and transparent web proxy. AMP, URL categorisation, SSL inspection, WCCP. Physical or virtual.",2026-05-28
SES-004,Cisco Secure Email and Web Manager,M380 / M680 / M695 / Virtual (SMAv),"M380-K9, M680-K9, SMA-VIRT-K9",Security,Centralised Management for SEG and SWA,AsyncOS (Management),15.x,15.x,Active,SRC-081,"Formerly Cisco Security Management Appliance (SMA). Central reporting, tracking, spam quarantine, and policy management for multiple Secure Email and Web Appliances.",2026-05-28
SES-005,Cisco Secure Endpoint (Connector),Windows / Mac / Linux / Android / iOS connector,AMP-ENDPT-PREM-1Y (licence); SW download,Security,Endpoint Detection and Response (EDR) / AMP,Secure Endpoint Connector,8.5.x (connector agent),8.5.x (connector agent),Active,SRC-082,"Formerly Cisco AMP for Endpoints. EDR/EPP connector installed on endpoints. Cloud-managed via Secure Endpoint console. Retrospective detection, threat hunting, device trajectory. Connector version separate from console version.",2026-05-28
SES-006,Cisco Secure Endpoint Private Cloud,Private Cloud Appliance (on-prem console),CSEP-PC-VIRT-K9 (virtual appliance),Security,On-prem EDR Management Console,Secure Endpoint Private Cloud OS,SaaS-equivalent (console 5.4.x),SaaS-equivalent (console 5.4.x),Active,SRC-082,On-premises deployment of Cisco Secure Endpoint management console for air-gapped or data-sovereignty environments.,2026-05-28
SES-007,Cisco XDR (Extended Detection and Response),XDR Platform (SaaS),No hardware PID — SaaS subscription,Security,Threat Detection / Investigation / Response (XDR / SOC Platform),SaaS (continuous delivery),2.64 (as of April 2026),2.64 (as of April 2026),Active,SRC-083,"Cloud-native XDR platform correlating telemetry across network, endpoint, email, cloud. Integrates with Secure Firewall, Secure Endpoint, Umbrella, ISE, third-party tools. Replaces and evolves SecureX.",2026-05-28
SES-008,Cisco Secure Access (SASE / SSE),Cisco Secure Access (SaaS),No hardware PID — SaaS subscription,Security,Secure Access Service Edge (SASE) / Security Service Edge (SSE) / ZTNA,SaaS (continuous delivery),2026.1.x (continuous),2026.1.x (continuous),Active,SRC-084,"Cisco's cloud-delivered SSE/SASE platform. Combines ZTNA, SWG, CASB, FWaaS, and DNS security. Integrates with Cisco SD-WAN for full SASE. Built on Umbrella + Duo + acquisitions.",2026-05-28
SES-009,Cisco Multicloud Defense,Multicloud Defense (SaaS + cloud-native),No hardware PID — SaaS / cloud-native,Security,Cloud Workload Firewall / East-West Cloud Security,SaaS (continuous delivery),Continuous delivery,Continuous delivery,Active,SRC-083,Formerly Valtix (acquired 2023). Deploys cloud-native firewall gateways in AWS/Azure/GCP for cloud workload protection. Managed via Multicloud Defense controller.,2026-05-28
SES-010,Cisco ISA 3000 (Industrial Security Appliance),ISA 3000,"ISA3000-2C2F-K9, ISA3000-4C-K9",Security,OT / ICS Network Segmentation Firewall,ASA OS / FTD,ASA OS 9.14.x,FTD 7.x,Active,SRC-085,Industrial form-factor security appliance for OT/ICS environments. Supports ASA or FTD mode. DIN-rail mountable. Integrates with Cisco Cyber Vision for OT visibility.,2026-05-28
SES-011,Cisco Cyber Vision,Cyber Vision Sensor + Center (on-prem or cloud),"CV-CTR-VIRT-K9 (virtual center), sensor embedded in IE/IR/IC switches",Security,OT / ICS / IoT Asset Visibility and Threat Detection,Cyber Vision OS,4.x,4.x,Active,SRC-086,"Passively monitors OT/ICS networks for asset discovery, vulnerability assessment, and threat detection. Sensors embedded in Catalyst IE switches and IR routers. Center is the management platform.",2026-05-28
SES-012,Cisco Secure Firewall Management Center (FMC),FMC 1600 / 2600 / 4600 / FMCv (virtual),"FMC1600-K9, FMC2600-K9, FMC4600-K9, FMCv (OVA/QCOW2)",Security,Centralised NGFW Policy and Threat Management,Firepower Management Center OS,10.0,7.6.4 (stable),Active,SRC-087,"On-prem management console for Secure Firewall FTD devices. Required for FTD multi-device management, advanced threat policies, correlation rules. FMCv is virtual version.",2026-05-28
IND-001,Cisco Catalyst IE3100 Rugged Series,IE3100 / IE3105,"IE-3100-8T2C, IE-3100-18T2C, IE-3105-8T2C",Industrial Networking,Industrial / Utility Access Layer Switching (DIN-rail),IOS-XE,17.14.x,17.14.x,Active,SRC-088,"Compact DIN-rail industrial switch. Used in utility, oil & gas, and transportation OT networks. IEC 61850-3 / IEEE 1613 certified.",2026-05-28
IND-002,Cisco Catalyst IE3200 Rugged Series,IE3200 / IE3205 / IE3215,"IE-3200-8T2S-E, IE-3200-8P2S-E, IE-3205-18T2C",Industrial Networking,Industrial Access Layer Switching (DIN-rail / rack),IOS-XE,17.15.x,26.1.x,Active,SRC-088,"Industrial-hardened managed switches with IOS-XE. DIN-rail or rack mount. Supports HSR/PRP for IEC 61850 ring protection. Used in substations, factories, transport.",2026-05-28
